"id","deck_id","card_id","quantity"
324,20,225,4
325,20,838,1
326,20,500,4
327,20,43,4
328,20,857,2
329,20,230,2
330,20,1102,2
331,20,919,3
332,21,1014,4
333,21,391,3
334,21,728,4
335,21,536,4
336,21,1169,4
337,21,9,4
338,21,220,4
339,21,223,4
340,21,567,3
341,21,38,4
342,21,225,4
343,21,43,4
344,21,523,4
345,21,735,4
346,21,919,2
347,21,389,4
348,22,1047,4
349,22,1136,4
350,22,391,4
351,22,606,4
352,22,1038,4
353,22,347,1
354,22,220,4
355,22,223,4
356,22,449,3
357,22,567,4
358,22,157,4
359,22,224,2
360,22,225,4
361,22,226,4
362,22,624,4
363,22,684,1
364,22,919,1
365,22,881,4
366,23,1058,4
367,23,1118,3
368,23,2,4
369,23,341,4
370,23,362,3
371,23,931,3
372,23,1090,4
373,23,500,3
374,23,857,4
375,23,523,3
376,23,858,4
377,23,181,4
378,23,505,4
379,23,522,4
380,23,1092,4
381,23,1098,2
382,23,553,3
383,24,1047,3
384,24,1136,4
385,24,943,3
386,24,179,3
387,24,301,4
388,24,1001,4
389,24,1065,1
390,24,980,2
391,24,157,3
392,24,976,1
393,24,962,4
394,24,963,4
395,24,645,4
396,24,939,2
397,24,623,3
398,24,684,2
399,24,124,4
400,24,1081,2
401,24,686,4
402,24,998,3
403,25,886,3
404,25,415,3
405,25,883,3
406,25,417,2
407,25,1064,2
408,25,884,1
409,25,444,4
410,25,1076,2
411,25,1104,1
412,25,1077,4
413,25,64,2
414,25,899,1
415,25,448,3
416,25,524,2
417,25,90,2
418,25,453,1
419,25,454,3
420,25,428,1
421,25,94,1
422,25,458,1
423,25,257,2
424,25,897,1
425,25,430,1
426,25,460,1
427,25,434,2
428,25,1105,2
429,25,977,3
430,25,287,2
431,25,1109,2
432,25,438,2
433,26,886,2
434,26,168,4
435,26,855,4
436,26,683,4
437,26,326,4
438,26,525,4
439,26,899,4
440,26,500,4
441,26,893,4
442,26,897,2
443,26,505,4
444,26,522,4
445,26,927,4
446,26,624,4
447,26,894,4
448,26,627,4
449,27,886,3
450,27,529,4
451,27,531,2
452,27,1135,1
453,27,604,1
454,27,364,1
455,27,533,1
456,27,1064,2
457,27,1121,1
458,27,372,3
459,27,1146,1
460,27,1123,2
461,27,542,1
462,27,692,2
463,27,90,2
464,27,547,4
465,27,987,1
466,27,453,1
467,27,454,3
468,27,378,3
469,27,618,1
470,27,620,1
471,27,385,1
472,27,549,3
473,27,897,1
474,27,460,1
475,27,551,3
476,27,977,2
477,27,553,1
478,27,464,4
479,27,389,3
480,28,1058,4
481,28,1118,4
482,28,316,4
483,28,1136,4
484,28,168,4
485,28,1064,2
486,28,326,4
487,28,86,4
488,28,157,3
489,28,500,4
490,28,857,4
491,28,505,4
492,28,522,4
493,28,865,4
494,28,624,4
495,28,1092,4
496,29,1136,4
497,29,729,4
498,29,724,4
499,29,446,4
500,29,1033,4
501,29,157,4
502,29,276,4
503,29,690,2
504,29,616,4
505,29,877,3
506,29,917,3
507,29,897,4
508,29,181,4
509,29,207,4
510,29,208,4
511,29,627,4
512,30,1014,4
513,30,363,4
514,30,1036,4
515,30,728,4
516,30,534,3
517,30,536,4
518,30,1169,4
519,30,9,4
520,30,220,4
521,30,223,3
522,30,567,4
523,30,38,4
524,30,224,1
525,30,225,4
526,30,872,1
527,30,20,4
528,30,1102,4
529,31,1014,4
530,31,391,4
531,31,416,4
532,31,681,4
533,31,392,4
534,31,1038,4
535,31,1169,4
536,31,220,4
537,31,567,4
538,31,38,4
539,31,225,4
540,31,919,4
541,31,881,2
542,31,955,2
543,31,528,4
544,31,1191,4
545,32,353,3
546,32,362,3
547,32,855,4
548,32,186,4
549,32,191,3
550,32,848,4
551,32,853,4
552,32,1033,2
553,32,1090,4
554,32,985,2
555,32,505,4
556,32,522,4
557,32,927,3
558,32,842,2
559,32,868,2
560,32,205,4
561,32,342,1
562,32,1092,3
563,32,1098,4
564,33,739,4
565,33,152,2
566,33,750,3
567,33,1038,3
568,33,112,1
569,33,301,3
570,33,822,2
571,33,1065,1
572,33,980,1
573,33,220,4
574,33,223,4
575,33,567,3
576,33,39,2
577,33,224,3
578,33,225,3
579,33,832,2
580,33,226,4
581,33,169,3
582,33,816,2
583,33,963,4
584,33,409,4
585,33,919,3
586,33,234,1
587,34,1058,4
588,34,168,4
589,34,873,3
590,34,294,4
591,34,828,3
592,34,1060,2
593,34,943,4
594,34,1002,4
595,34,1061,3
596,34,301,4
597,34,822,2
598,34,1065,2
599,34,980,2
600,34,169,3
601,34,500,4
602,34,963,4
603,34,124,4
604,34,161,4
605,35,1118,3
606,35,1115,3
607,35,555,3
608,35,391,4
609,35,660,2
610,35,739,2
611,35,1038,4
612,35,329,3
613,35,220,4
614,35,223,4
615,35,567,4
616,35,224,2
617,35,225,4
618,35,226,4
619,35,500,4
620,35,857,4
621,35,919,2
622,35,881,4
623,35,955,1
624,36,772,2
625,36,778,4
626,36,862,3
627,36,739,2
628,36,579,2
629,36,750,3
630,36,1017,1
631,36,1038,4
632,36,524,1
633,36,424,2
634,36,220,4
635,36,223,4
636,36,224,3
637,36,225,4
638,36,226,4
639,36,781,2
640,36,784,2
641,36,409,2
642,36,919,1
643,36,881,2
644,36,528,4
645,36,694,2
646,36,1191,2
647,37,555,1
648,37,391,2
649,37,739,3
650,37,828,2
651,37,152,2
652,37,750,3
653,37,1038,4
654,37,751,1
655,37,112,1
656,37,1183,1
657,37,1065,2
658,37,220,4
659,37,344,1
660,37,223,4
661,37,755,1
662,37,224,3
663,37,225,3
664,37,832,2
665,37,226,4
666,37,169,3
667,37,866,1
668,37,409,3
669,37,919,3
670,37,830,4
671,37,694,2
672,38,1047,4
673,38,1136,4
674,38,391,4
675,38,606,4
676,38,1038,4
677,38,220,4
678,38,223,4
679,38,449,3
680,38,567,4
681,38,157,4
682,38,224,2
683,38,225,4
684,38,226,4
685,38,624,4
686,38,684,1
687,38,919,2
688,38,881,4
689,39,778,4
690,39,862,3
691,39,681,4
692,39,1038,4
693,39,1171,3
694,39,34,2
695,39,396,2
696,39,513,4
697,39,226,3
698,39,515,2
699,39,593,4
700,39,594,4
701,39,1147,3
702,39,1105,3
703,39,1131,2
704,39,528,4
705,39,516,4
706,39,1148,2
707,39,1191,3
708,40,1058,4
709,40,655,3
710,40,630,3
711,40,660,2
712,40,294,4
713,40,1060,3
714,40,943,4
715,40,1002,4
716,40,1061,3
717,40,301,4
718,40,1065,2
719,40,980,2
720,40,500,4
721,40,963,4
722,40,857,3
723,40,1117,2
724,40,124,2
725,40,161,4
726,40,830,3
727,40,1180,1
728,41,777,2
729,41,316,4
730,41,681,4
731,41,581,4
732,41,1076,4
733,41,1090,4
734,41,515,4
735,41,500,2
736,41,857,4
737,41,256,4
738,41,1092,4
739,41,1044,4
740,41,600,2
741,41,161,2
742,41,528,4
743,41,516,4
744,41,1148,4
745,42,630,3
746,42,873,3
747,42,294,3
748,42,1060,2
749,42,943,4
750,42,1002,4
751,42,1061,3
752,42,112,2
753,42,301,4
754,42,980,2
755,42,667,3
756,42,169,3
757,42,500,4
758,42,963,4
759,42,857,2
760,42,508,2
761,42,124,4
762,42,161,4
763,42,1180,4
764,43,943,4
765,43,179,4
766,43,301,4
767,43,1001,4
768,43,980,2
769,43,449,2
770,43,157,3
771,43,962,3
772,43,963,4
773,43,1020,4
774,43,645,4
775,43,818,3
776,43,939,2
777,43,623,3
778,43,684,4
779,43,124,4
780,43,686,4
781,43,998,2
782,44,1058,4
783,44,1118,3
784,44,860,4
785,44,26,4
786,44,750,2
787,44,1038,4
788,44,1061,1
789,44,326,3
790,44,396,2
791,44,327,4
792,44,513,4
793,44,220,4
794,44,223,3
795,44,226,4
796,44,857,4
797,44,505,4
798,44,522,4
799,44,161,2
800,45,777,1
801,45,772,4
802,45,511,1
803,45,778,4
804,45,782,3
805,45,862,4
806,45,579,2
807,45,1017,1
808,45,6,1
809,45,524,2
810,45,424,2
811,45,730,4
812,45,781,2
813,45,784,2
814,45,195,4
815,45,181,4
816,45,432,2
817,45,207,4
818,45,208,4
819,45,76,2
820,45,528,4
821,45,1191,4
822,46,159,1
823,46,242,2
824,46,778,4
825,46,862,4
826,46,943,4
827,46,299,4
828,46,154,4
829,46,112,4
830,46,1005,4
831,46,301,4
832,46,867,4
833,46,980,3
834,46,169,4
835,46,515,4
836,46,866,2
837,46,963,4
838,46,1131,4
839,47,1136,3
840,47,730,3
841,47,14,2
842,47,276,4
843,47,690,4
844,47,196,4
845,47,616,4
846,47,279,4
847,47,280,4
848,47,1010,4
849,47,181,4
850,47,204,3
851,47,342,3
852,47,1081,3
853,47,207,4
854,47,208,4
855,47,807,3
856,48,363,2
857,48,772,2
858,48,511,2
859,48,778,2
860,48,782,4
861,48,862,4
862,48,728,4
863,48,536,4
864,48,524,3
865,48,9,4
866,48,593,3
867,48,594,4
868,48,523,4
869,48,181,4
870,48,20,1
871,48,735,2
872,48,207,3
873,48,208,4
874,48,528,4
875,49,1136,3
876,49,296,4
877,49,179,4
878,49,299,2
879,49,301,4
880,49,810,4
881,49,867,3
882,49,822,2
883,49,86,3
884,49,449,3
885,49,157,4
886,49,976,1
887,49,307,1
888,49,963,4
889,49,938,1
890,49,1018,2
891,49,870,4
892,49,939,1
893,49,940,2
894,49,997,3
895,49,830,4
896,49,650,2
897,50,1047,4
898,50,1136,4
899,50,391,4
900,50,750,3
901,50,1038,4
902,50,219,4
903,50,746,2
904,50,220,4
905,50,223,4
906,50,449,3
907,50,39,3
908,50,157,4
909,50,224,2
910,50,225,4
911,50,226,4
912,50,409,4
913,50,881,4
914,51,295,2
915,51,415,3
916,51,883,3
917,51,467,1
918,51,417,2
919,51,298,2
920,51,418,2
921,51,110,4
922,51,470,3
923,51,961,2
924,51,472,1
925,51,979,1
926,51,421,1
927,51,62,2
928,51,1119,1
929,51,1076,2
930,51,1077,3
931,51,64,2
932,51,422,2
933,51,475,2
934,51,524,2
935,51,477,1
936,51,428,1
937,51,480,1
938,51,1113,2
939,51,527,1
940,51,981,1
941,51,433,1
942,51,1105,2
943,51,312,1
944,51,485,1
945,51,982,2
946,51,486,1
947,51,438,2
948,52,869,1
949,52,316,4
950,52,660,4
951,52,538,4
952,52,1165,4
953,52,834,2
954,52,847,2
955,52,840,4
956,52,500,4
957,52,195,4
958,52,181,4
959,52,505,4
960,52,522,4
961,52,151,4
962,52,207,4
963,52,208,4
964,52,161,4
965,53,2,4
966,53,579,2
967,53,681,4
968,53,581,4
969,53,904,2
970,53,512,3
971,53,252,1
972,53,1068,3
973,53,256,4
974,53,858,2
975,53,432,3
976,53,1044,4
977,53,1098,4
978,53,600,4
979,53,1131,3
980,53,528,4
981,53,1148,3
982,53,1035,3
983,53,1191,3
984,54,1141,4
985,54,772,2
986,54,779,2
987,54,346,3
988,54,773,2
989,54,766,2
990,54,1188,2
991,54,1005,2
992,54,1077,3
993,54,1078,3
994,54,1079,2
995,54,769,3
996,54,505,3
997,54,356,2
998,54,522,2
999,54,780,3
1000,54,761,2
1001,54,974,2
1002,54,863,3
1003,54,783,2
1004,54,431,2
1005,54,762,3
1006,54,920,2
1007,54,1027,2
1008,54,161,2
1009,54,921,2
1010,54,994,3
1011,55,777,1
1012,55,772,2
1013,55,159,2
1014,55,778,4
1015,55,782,4
1016,55,862,4
1017,55,579,2
1018,55,828,4
1019,55,1017,1
1020,55,943,3
1021,55,1000,1
1022,55,810,4
1023,55,867,2
1024,55,524,1
1025,55,781,2
1026,55,784,2
1027,55,866,2
1028,55,1056,3
1029,55,813,2
1030,55,830,4
1031,55,1131,1
1032,55,528,4
1033,55,1148,2
1034,55,1191,4
1035,56,1014,4
1036,56,391,4
1037,56,152,1
1038,56,750,4
1039,56,1038,4
1040,56,1169,4
1041,56,34,4
1042,56,513,4
1043,56,220,4
1044,56,567,4
1045,56,753,2
1046,56,515,4
1047,56,1147,2
1048,56,1105,4
1049,56,528,4
1050,56,516,4
1051,56,694,3
1052,57,363,3
1053,57,416,4
1054,57,728,4
1055,57,536,4
1056,57,57,4
1057,57,372,4
1058,57,512,3
1059,57,713,3
1060,57,9,4
1061,57,875,4
1062,57,593,3
1063,57,594,4
1064,57,523,4
1065,57,735,3
1066,57,260,3
1067,57,528,3
1068,57,389,3
1069,58,1164,3
1070,58,943,4
1071,58,1119,3
1072,58,1065,4
1073,58,1056,4
1074,58,1010,4
1075,58,951,3
1076,58,1098,4
1077,58,207,4
1078,58,821,4
1079,58,812,4
1080,58,686,4
1081,58,817,4
1082,58,484,4
1083,58,208,4
1084,58,1069,3
1085,59,511,1
1086,59,391,3
1087,59,152,3
1088,59,750,4
1089,59,1038,4
1090,59,219,1
1091,59,220,4
1092,59,223,4
1093,59,224,4
1094,59,225,4
1095,59,226,4
1096,59,730,4
1097,59,195,4
1098,59,42,3
1099,59,381,1
1100,59,360,1
1101,59,409,3
1102,59,181,4
1103,59,389,4
1104,59,234,1
1105,60,777,1
1106,60,772,2
1107,60,391,4
1108,60,778,4
1109,60,862,3
1110,60,416,4
1111,60,750,2
1112,60,1038,4
1113,60,424,3
1114,60,220,4
1115,60,223,4
1116,60,224,3
1117,60,225,4
1118,60,226,4
1119,60,432,3
1120,60,881,3
1121,60,528,4
1122,60,694,4
1123,61,1058,4
1124,61,1118,2
1125,61,363,2
1126,61,728,4
1127,61,536,4
1128,61,1061,2
1129,61,1090,3
1130,61,500,4
1131,61,857,3
1132,61,523,4
1133,61,858,2
1134,61,181,3
1135,61,505,3
1136,61,522,4
1137,61,1092,3
1138,61,1098,2
1139,61,207,4
1140,61,208,3
1141,61,553,2
1142,61,1069,2
1143,62,1118,4
1144,62,391,4
1145,62,750,2
1146,62,1038,4
1147,62,746,2
1148,62,220,4
1149,62,223,4
1150,62,567,4
1151,62,225,4
1152,62,226,4
1153,62,500,4
1154,62,857,4
1155,62,757,3
1156,62,919,4
1157,62,881,2
1158,62,161,4
1159,62,149,3
1160,63,772,3
1161,63,1036,2
1162,63,555,2
1163,63,391,4
1164,63,416,2
1165,63,681,3
1166,63,581,2
1167,63,1038,4
1168,63,587,2
1169,63,524,2
1170,63,219,3
1171,63,424,4
1172,63,220,4
1173,63,223,4
1174,63,225,4
1175,63,226,4
1176,63,919,2
1177,63,881,3
1178,63,528,4
1179,63,694,2
1180,64,2,4
1181,64,681,4
1182,64,581,4
1183,64,372,4
1184,64,512,4
1185,64,1146,2
1186,64,256,2
1187,64,1015,4
1188,64,858,2
1189,64,1044,4
1190,64,1098,4
1191,64,600,4
1192,64,1131,3
1193,64,528,4
1194,64,516,3
1195,64,552,2
1196,64,1148,3
1197,64,1035,3
1198,65,1134,4
1199,65,1058,4
1200,65,440,1
1201,65,1115,4
1202,65,1136,4
1203,65,683,4
1204,65,1061,3
1205,65,1090,4
1206,65,157,4
1207,65,838,4
1208,65,691,4
1209,65,500,4
1210,65,672,4
1211,65,505,4
1212,65,522,4
1213,65,865,4
1214,66,1058,4
1215,66,1118,2
1216,66,869,1
1217,66,316,2
1218,66,159,2
1219,66,168,3
1220,66,294,4
1221,66,828,2
1222,66,1060,2
1223,66,943,3
1224,66,1002,4
1225,66,1061,3
1226,66,1000,1
1227,66,301,4
1228,66,822,1
1229,66,1065,2
1230,66,980,2
1231,66,500,4
1232,66,866,2
1233,66,963,4
1234,66,854,1
1235,66,124,1
1236,66,161,4
1237,66,830,4
1238,67,1047,4
1239,67,1136,4
1240,67,391,4
1241,67,606,4
1242,67,1038,4
1243,67,220,4
1244,67,223,4
1245,67,449,3
1246,67,567,4
1247,67,157,4
1248,67,224,2
1249,67,225,4
1250,67,226,4
1251,67,624,4
1252,67,684,1
1253,67,919,2
1254,67,881,4
1255,68,317,3
1256,68,855,4
1257,68,606,4
1258,68,683,4
1259,68,489,3
1260,68,853,4
1261,68,446,3
1262,68,525,3
1263,68,500,4
1264,68,857,4
1265,68,458,2
1266,68,897,4
1267,68,505,4
1268,68,522,4
1269,68,927,4
1270,68,624,4
1271,68,627,2
1272,69,1047,2
1273,69,1136,4
1274,69,943,3
1275,69,470,4
1276,69,301,4
1277,69,1119,3
1278,69,1001,2
1279,69,822,1
1280,69,980,1
1281,69,449,3
1282,69,166,4
1283,69,157,4
1284,69,1056,3
1285,69,963,4
1286,69,285,1
1287,69,684,4
1288,69,124,4
1289,69,830,4
1290,69,1180,4
1291,69,998,1
1292,70,777,2
1293,70,316,4
1294,70,681,4
1295,70,581,4
1296,70,904,2
1297,70,1076,4
1298,70,1090,4
1299,70,515,4
1300,70,857,4
1301,70,256,4
1302,70,1092,4
1303,70,1044,4
1304,70,600,2
1305,70,161,2
1306,70,528,4
1307,70,516,4
1308,70,1148,4
1309,71,156,4
1310,71,79,4
1311,71,1136,3
1312,71,828,2
1313,71,943,4
1314,71,606,2
1315,71,802,3
1316,71,301,4
1317,71,1001,3
1318,71,822,2
1319,71,1065,2
1320,71,980,2
1321,71,157,4
1322,71,788,4
1323,71,963,4
1324,71,285,2
1325,71,623,4
1326,71,684,3
1327,71,830,4
1328,71,1180,2
1329,72,772,4
1330,72,555,1
1331,72,778,3
1332,72,862,3
1333,72,739,1
1334,72,416,1
1335,72,750,4
1336,72,1038,4
1337,72,524,2
1338,72,424,3
1339,72,220,4
1340,72,223,4
1341,72,224,4
1342,72,225,4
1343,72,226,4
1344,72,781,2
1345,72,784,2
1346,72,409,2
1347,72,528,4
1348,72,694,2
1349,72,1191,2
1350,73,1118,3
1351,73,555,3
1352,73,317,3
1353,73,168,4
1354,73,660,2
1355,73,1060,4
1356,73,1038,4
1357,73,329,3
1358,73,220,4
1359,73,223,4
1360,73,567,4
1361,73,224,2
1362,73,225,4
1363,73,226,4
1364,73,500,4
1365,73,857,4
1366,73,919,4
1367,74,182,3
1368,74,293,1
1369,74,941,3
1370,74,1053,4
1371,74,186,2
1372,74,187,3
1373,74,1093,1
1374,74,111,2
1375,74,300,1
1376,74,191,4
1377,74,961,3
1378,74,1031,1
1379,74,192,3
1380,74,1067,1
1381,74,169,2
1382,74,1088,2
1383,74,308,3
1384,74,963,4
1385,74,202,3
1386,74,203,4
1387,74,205,4
1388,74,312,2
1389,74,207,1
1390,74,208,3
1391,75,1014,4
1392,75,363,4
1393,75,1036,4
1394,75,391,4
1395,75,728,4
1396,75,536,4
1397,75,1169,4
1398,75,9,4
1399,75,220,4
1400,75,567,4
1401,75,38,4
1402,75,225,4
1403,75,523,4
1404,75,20,4
1405,75,919,4
1406,76,1115,2
1407,76,182,2
1408,76,353,4
1409,76,362,3
1410,76,855,4
1411,76,186,4
1412,76,843,4
1413,76,1061,3
1414,76,191,4
1415,76,848,4
1416,76,853,4
1417,76,916,2
1418,76,1117,2
1419,76,927,4
1420,76,868,4
1421,76,205,4
1422,76,1092,3
1423,76,1098,3
1424,77,1118,3
1425,77,1047,3
1426,77,316,4
1427,77,317,2
1428,77,1136,4
1429,77,168,4
1430,77,855,4
1431,77,683,4
1432,77,662,2
1433,77,449,2
1434,77,157,4
1435,77,500,4
1436,77,857,3
1437,77,505,4
1438,77,522,4
1439,77,1020,1
1440,77,623,3
1441,77,624,3
1442,77,684,2
1443,78,391,4
1444,78,739,3
1445,78,855,4
1446,78,1060,4
1447,78,1169,2
1448,78,219,2
1449,78,220,4
1450,78,223,4
1451,78,567,4
1452,78,38,4
1453,78,225,4
1454,78,500,4
1455,78,43,4
1456,78,857,4
1457,78,1063,3
1458,78,919,4
1459,78,339,2
1460,79,159,4
1461,79,862,4
1462,79,943,4
1463,79,301,4
1464,79,1001,3
1465,79,980,2
1466,79,784,4
1467,79,1041,4
1468,79,866,1
1469,79,1056,4
1470,79,963,4
1471,79,1139,1
1472,79,1105,4
1473,79,124,4
1474,79,600,4
1475,79,830,4
1476,79,1131,3
1477,79,1191,4
1478,80,541,4
1479,80,1090,4
1480,80,500,4
1481,80,197,4
1482,80,857,4
1483,80,383,4
1484,80,384,4
1485,80,1092,4
1486,80,1098,2
1487,80,1144,3
1488,80,207,4
1489,80,208,4
1490,80,553,4
1491,80,932,4
1492,80,1069,4
1493,80,1070,3
1494,81,777,1
1495,81,772,4
1496,81,778,4
1497,81,862,3
1498,81,579,2
1499,81,750,2
1500,81,1017,1
1501,81,1038,4
1502,81,524,1
1503,81,763,2
1504,81,424,2
1505,81,220,4
1506,81,223,4
1507,81,224,3
1508,81,225,4
1509,81,226,4
1510,81,781,2
1511,81,784,2
1512,81,409,2
1513,81,919,1
1514,81,528,4
1515,81,694,3
1516,81,1191,2
1517,82,1014,4
1518,82,772,2
1519,82,391,2
1520,82,416,4
1521,82,417,2
1522,82,57,2
1523,82,1169,4
1524,82,585,2
1525,82,524,1
1526,82,220,4
1527,82,223,4
1528,82,590,1
1529,82,224,2
1530,82,225,4
1531,82,226,2
1532,82,593,2
1533,82,594,4
1534,82,1102,4
1535,82,881,4
1536,82,528,4
1537,82,1191,2
1538,83,416,4
1539,83,728,4
1540,83,536,4
1541,83,1017,4
1542,83,57,4
1543,83,512,3
1544,83,9,4
1545,83,515,3
1546,83,523,4
1547,83,895,3
1548,83,916,3
1549,83,1174,3
1550,83,20,4
1551,83,526,3
1552,83,1131,2
1553,83,528,4
1554,83,1191,4
1555,84,1047,3
1556,84,1136,4
1557,84,873,4
1558,84,1053,3
1559,84,828,4
1560,84,943,4
1561,84,1183,3
1562,84,301,4
1563,84,1001,2
1564,84,980,3
1565,84,449,2
1566,84,166,4
1567,84,1056,4
1568,84,963,4
1569,84,623,3
1570,84,684,3
1571,84,124,4
1572,84,1180,3
1573,85,1047,4
1574,85,1136,4
1575,85,391,4
1576,85,152,2
1577,85,750,3
1578,85,1038,4
1579,85,220,4
1580,85,223,4
1581,85,449,3
1582,85,567,4
1583,85,157,4
1584,85,224,2
1585,85,225,4
1586,85,226,4
1587,85,624,4
1588,85,919,2
1589,85,881,4
1590,86,555,1
1591,86,391,4
1592,86,828,2
1593,86,152,3
1594,86,750,4
1595,86,1038,4
1596,86,112,3
1597,86,220,4
1598,86,223,4
1599,86,567,4
1600,86,224,4
1601,86,225,4
1602,86,226,4
1603,86,169,3
1604,86,919,3
1605,86,881,3
1606,86,830,4
1607,86,234,2
1608,87,1118,4
1609,87,2,4
1610,87,341,4
1611,87,362,4
1612,87,728,4
1613,87,855,4
1614,87,1090,4
1615,87,500,4
1616,87,857,4
1617,87,523,4
1618,87,181,4
1619,87,1092,4
1620,87,1098,4
1621,87,1069,4
1622,87,1035,4
1623,88,555,2
1624,88,391,4
1625,88,152,4
1626,88,750,4
